Nm_na_NmGenW	Aifreann na marbh	Aifreann,na,marbh
Nm_A	saothar clasaiceach	saothar,clasaiceach
Nm_AB	saothar teibí	saothar,teibí
Nm_A	saothraí cíocrach	saothraí,cíocrach
Nm_A	scadán beag	scadán,beag
Nm_A	scadán caoch	scadán,caoch
Nm_Nf	scadán carraige	scadán,carraig
Nm_Nm	scadán gainimh	scadán,gaineamh
Nm_A	scadán goirt	scadán,goirt
Nm_VA	scadán leasaithe	scadán,leasaithe
Nf_PrA_NmComL	scair den mhargadh	scair,de,margadh
Nm_VNIGen	scamall báistí	scamall,báisteach
Nm_Nf	scamhadh iongan	scamhadh,ionga
Nm_VA	scannán cumhdaithe	scannán,cumhdaithe
Nf_Pr_NfComE	sceach i scornach	sceach,i,scornach
Nf_Nf	scian feola	scian,feoil
Nf_VNTI	scian trá	scian,trá
Nm_Nf	sciathán céarach	sciathán,céir
Nf_Nm	scoil Domhnaigh	scoil,Domhnach
Nf_VA	scoil chónaithe	scoil,cónaithe
Nf_VNT	scoil dlí	scoil,dlí
Nf_A	scoil ghairid	scoil,gairid
Nf_NfL	scoil ghramadaí	scoil,gramadach
Nf_Nf	scoil oíche	scoil,oíche
Nf_AB	scoil phoiblí	scoil,poiblí
Nf_A	scoil phríobháideach	scoil,príobháideach
Nf_Nm	scoil ullmhúcháin	scoil,ullmhúchán
Nf_Nm	scoil éisc	scoil,iasc
Nf_AB	scoth bhuí	scoth,buí
Nf_A	screamhóg chnámhach	screamhóg,cnámhach
Nm_A	scriú sciathánach	scriú,sciathánach
Nf_NfL	scréachóg choille	scréachóg,coill
Nf_AB	scríbhinn fhalsa	scríbhinn,falsa
Nm_Nf	scríbhneoir nuachta	scríbhneoir,nuacht
Nm_AB	scríobh doléite	scríobh,doléite
Nm_NSt	scrúdú cainte	scrúdú,caint
Nm_VA	scrúdú cáilithe	scrúdú,cáilithe
Nm_Nm	scrúdú deiridh	scrúdú,deireadh
Nm_Nm	scrúdú dochtúra	scrúdú,dochtúir
Nm_VNTIGen	scrúdú tiomána	scrúdú,tiomáint
Nf_NfL	scuab chaillí	scuab,cailleach
Nf_NfL	scuab ghruaige	scuab,gruaig
Nf_NfL	scuab phéinte	scuab,péint
Nm_VNTGen	scuad lámhaigh	scuad,lámhach
Nm_VNIGen	scáth báistí	scáth,báisteach
Nm_NSt	scáth fearthainne	scáth,fearthainn
Nm_Nf	scáth gréine	scáth,grian
Nm_AB	scáth síoraí	scáth,síoraí
Nm_Nm	scáthán cúlradhairc	scáthán,cúlradharc
Nm_Nf	scéal bleachtaireachta	scéal,bleachtaireacht
Nm_VA	scéal cinnte	scéal,cinnte
Nm_Nm	scéal earraigh	scéal,earrach
Nm_A	scéal grinn	scéal,grinn
Nm_A	scéal leantach	scéal,leantach
Nm_A	scéal práinneach	scéal,práinneach
Nm_A	scéal rómánsach	scéal,rómánsach
Nm_Nm	scéal scéil	scéal,scéal
Nm_Nm	scéala báis	scéala,bás
Nm_AB	seabhac buí	seabhac,buí
Nm_VNTIGen	seabhac seilge	seabhac,seilg
Nf_Nf	seachaint cánach	seachaint,cáin
Nf_AB	seacláid dhorcha	seacláid,dorcha
Nm_VNTGen	seaicéad ceangail	seaicéad,ceangal
Nm_Nm	seaicéad dinnéir	seaicéad,dinnéar
Nm_Nf	seaicéad spórtaíochta	seaicéad,spórtaíocht
Nm_VNTGen	seaicéad tarrthála	seaicéad,tarrtháil
Nm_A	seaicéad teann	seaicéad,teann
Nm_VNIGen	seal fanachta	seal,fanacht
Nm_na_Nf	seal na hoíche	seal,na,oíche
Nf_A	sealbhaíocht thréimhsiúil	sealbhaíocht,tréimhsiúil
Nf_NfL	seamair choille	seamair,coill
Nf_NfL	seamair chré	seamair,cré
Nm_A	seangán bán	seangán,bán
Nf_A	searbhóg mhilis	searbhóg,milis
Nm_AB	seasamh morálta	seasamh,morálta
Nm_na_NmGenW	seasamh na dtréan	seasamh,na,tréan
Nm_A	seastán mór	seastán,mór
Nm_VNTI	seic taistil	seic,taistil
Nf_Nf	seirbhís tointeála	seirbhís,tointeáil
Nf_NfL	seoid chuimhne	seoid,cuimhne
Nm_Pr_NfComL	seol ar aghaidh	seol,ar,aghaidh
Nm_Pr_NfComL	seol ar ais	seol,ar,ais
Nm_Nf	seomra aclaíochta	seomra,aclaíocht
Nm_Nf	seomra aíochta	seomra,aíocht
Nm_Nf	seomra beirte	seomra,beirt
Nm_Nm	seomra breithimh	seomra,breitheamh
Nm_Nf	seomra cabaireachta	seomra,cabaireacht
Nm_Nm	seomra caidrimh	seomra,caidreamh
Nm_VA	seomra ceiliúrtha	seomra,ceiliúrtha
Nm_Nf	seomra codlata	seomra,codladh
Nm_AB	seomra coitianta	seomra,coitianta
Nm_NSt	seomra comhrá	seomra,comhrá
Nm_Nf	seomra cúirte	seomra,cúirt
Nm_AB	seomra dorcha	seomra,dorcha
Nm_Nf	seomra dí	seomra,deoch
Nm_VA	seomra dúbailte	seomra,dúbailte
Nm_VNTIGen	seomra feithimh	seomra,feitheamh
Nm_VA	seomra folctha	seomra,folctha
Nm_Nf	seomra gaile	seomra,gal
Nm_VA	seomra gléasta	seomra,gléasta
Nm_Nf	seomra leapa	seomra,leaba
Nm_Nm	seomra ranga	seomra,rang
Nm_Nf	seomra scoile	seomra,scoil
Nm_A	seomra singil	seomra,singil
Nm_NSt	seomra staidéir	seomra,staidéar
Nm_Nf	seomra stiléireachta	seomra,stiléireacht
Nm_VNTI	seomra suí	seomra,suí
Nm_NSt	seomra súgartha	seomra,súgradh
Nm_Nm	seomra taispeántais	seomra,taispeántas
Nm_Nm	seomra teaghlaigh	seomra,teaghlach
Nm_Nm	seó agallaimh	seó,agallamh
Nm_Nm	seó bóthair	seó,bóthar
Nm_NSt	seó cainte	seó,caint
Nm_Nm	seó faisin	seó,faisean
Nm_A	seó mór	seó,mór
Nm_Nm	siléar fíona	siléar,fíon
Nf_NfL	siombail chéime	siombail,céim
Nm_Nm	siopa allais	siopa,allas
Nm_Nm	siopa geallearbóra	siopa,geallearbóir
Nm_A	siopa mór	siopa,mór
Nm_A	siúcra donn	siúcra,donn
Nm_A	siúcra garbh	siúcra,garbh
Nm_A	siúl giodalach	siúl,giodalach
Nm_A	siúl toirtéiseach	siúl,toirtéiseach
Nm_A	slacht mín	slacht,mín
Nm_A	slaghdán smaoiseach	slaghdán,smaoiseach
Nm_Nm	slaghdán teaspaigh	slaghdán,teaspach
Nf_Nm	slat droma	slat,droim
Nm_A	sliabh carraigeach	sliabh,carraigeach
Nm_A	sliocht tograch	sliocht,tograch
Nm_A	sliogán bíseach	sliogán,bíseach
Nm_A	sliogán caisirníneach	sliogán,caisirníneach
Nm_A	sliogán dubh	sliogán,dubh
Nm_A	sliogán marbh	sliogán,marbh
Nm_Nf	slonn ionadaíochta	slonn,ionadaíocht
Nm_VA	slán sábháilte	slán,sábháilte
Nf_NfL	slí bheatha	slí,beatha
Nm_A	smacht iomlán	smacht,iomlán
Nm_AB	smaoineamh teibí	smaoineamh,teibí
Nf_VA	smeachóid mhúchta	smeachóid,múchta
Nm_Nm	smugairle róin	smugairle,rón
Nm_VNTGen	smólach ceoil	smólach,ceol
Nm_Nm	smúdar guail	smúdar,gual
Nf_VNTIGen	snaidhm reatha	snaidhm,rith
Nm_Nm	snas béil	snas,béal
Nm_Nf	snas iongan	snas,ionga
Nm_A	snas liath	snas,liath
Nm_VA	sneachta séidte	sneachta,séidte
Nf_Nm	snáithe caoláin	snáithe,caolán
Nm_Nf	snámh deilfe	snámh,deilf
Nm_Nm	snámh droma	snámh,droim
Nm_Nf	snáth cnáibe	snáth,cnáib
Nf_A	snáthaid bheag	snáthaid,beag
Nf_A	snáthaid mhór	snáthaid,mór
Nm_VA	soc spréite	soc,spréite
Nm_A	sochar imeallach	sochar,imeallach
Nm_Nf	soiscéalaí teilifíse	soiscéalaí,teilifís
Nm_Nm	soitheach cogaidh	soitheach,cogadh
Nm_A	soitheach daor	soitheach,daor
Nm_Nf	soitheach foghla	soitheach,foghail
Nm_A	soitheach folamh	soitheach,folamh
Nm_Nm	soitheach guail	soitheach,gual
Nm_Nf	soitheach leapa	soitheach,leaba
Nm_A	solad platónach	solad,platónach
Nm_Nm	solas aoil	solas,aol
Nm_A	solas fluaraiseach	solas,fluaraiseach
Nm_na_Nf	solas na gealaí	solas,na,gealach
Nm_na_Nf	solas na gréine	solas,na,grian
Nm_A	solas treorach	solas,treorach
Nm_NfGenS	soláthraí ban	soláthraí,bean
Nm_Nf	sos beochta	sos,beocht
Nm_Nm	sos cogaidh	sos,cogadh
Nm_VA	sos míostraithe	sos,míostraithe
Nm_A	sparán teann	sparán,teann
Nf_Nm	speig damháin	speig,damhán
Nf_VNTIGen	spincín seaca	spincín,sioc
Nf_NfL	splanc thoirní	splanc,toirneach
Nm_Nf	sprae gruaige	sprae,gruaig
Nf_NfL	spuaic chodlata	spuaic,codladh
Nm_A	spás bán	spás,bán
Nm_A	spás glan	spás,glan
Nf_A	spúnóg bheag	spúnóg,beag
Nf_A	spúnóg mhór	spúnóg,mór
Nf_AB	srathair fhada	srathair,fada
Nf_AB	sreang bheo	sreang,beo
Nm_A	sruth ailtéarnach	sruth,ailtéarnach
Nm_A	sruth díreach	sruth,díreach
Nm_A	sruth leictreach	sruth,leictreach
Nm_Nm	sruthán sléibhe	sruthán,sliabh
Nm_A	stagh mór	stagh,mór
Nm_Nf	staicín áiféise	staicín,áiféis
Nm_AB	staighre beo	staighre,beo
Nm_Nf	staighre bíse	staighre,bís
Nm_Nm	staighre creasa	staighre,crios
Nm_VA	staighre éalaithe	staighre,éalaithe
Nm_Nm	staigín capaill	staigín,capall
Nm_Nm	stampa poist	stampa,post
Nm_Nm	stiúrthóir gréasáin	stiúrthóir,gréasán
Nm_Nm	stoc focail	stoc,focal
Nm_VA	stoc fógartha	stoc,fógartha
Nf_Nm	striapach fir	striapach,fear
Nm_VA	stráice teanntaithe	stráice,teanntaithe
Nm_Nm	stróc teasa	stróc,teas
Nm_A	stua biorach	stua,biorach
Nm_Nm	stua ceatha	stua,cith
Nm_VA	stádas scortha	stádas,scortha
Nf_A	stáir dheireanach	stáir,deireanach
Nm_Nm	stáisiún dóiteáin	stáisiún,dóiteán
Nm_na_NmGenS	stáisiún na bpóilíní	stáisiún,na,póilín
Nm_NSt	stáisiún oibre	stáisiún,obair
Nm_Nm	stáisiún peitril	stáisiún,peitreal
Nm_Nm	stáisiún spáis	stáisiún,spás
Nm_Nf	stáisiún teilifíse	stáisiún,teilifís
Nm_Nf	stáisiún traenach	stáisiún,traein
Nm_A	stát spleách	stát,spleách
Nf_A	stéig mhór	stéig,mór
Nf_NfL	stíl bheatha	stíl,beatha
Nf_NfL	stíl ghruaige	stíl,gruaig
Nm_Nm	stór eolais	stór,eolas
Nm_Nm	stórchiste focail	stórchiste,focal
Nm_Nf	suaiteoir suiminte	suaiteoir,suimint
Nm_na_Nf	suan na muice	suan,na,muc
Nf_AB	suáilce chairdinéalta	suáilce,cairdinéalta
Nm_AB	suí aniar	suí,aniar
Nm_A	sábh slabhrach	sábh,slabhrach
Nf_NfL	sáil mhiodóige	sáil,miodóg
Nm_Nm	sáilín coiligh	sáilín,coileach
Nm_A	sáspan dubh	sáspan,dubh
Nm_Nm	séala taois	séala,taos
Nm_Nf	síneadh láimhe	síneadh,lámh
Nm_Nf	síntiús láimhe	síntiús,lámh
Nf_Pr_NmComL	síob ar shiúl	síob,ar,siúl
Nm_Nm	síol féir	síol,féar
Nf_AB	síolta gheal	síolta,geal
Nm_VA	síte fillte	síte,fillte
Nm_Nm	sú crainn	sú,crann
Nm_na_Nf	sú na cíche	sú,na,cíoch
Nm_na_Nf	sú na fíniúna	sú,na,fíniúin
Nm_na_Nf	sú na heorna	sú,na,eorna
Nm_Nf	sú talún	sú,talamh
Nf_VA	súil chiorraithe	súil,ciorraithe
Nf_NfL	súil chirce	súil,cearc
Nf_A	súil dhubh	súil,dubh
Nf_AB	súil fhiata	súil,fiata
Nf_NfL	súil ghloine	súil,gloine
Nf_A	súil ghéar	súil,géar
Nf_A	súil leictreach	súil,leictreach
Nf_VA	súil mhillte	súil,millte
Nf_VNTIGen	súil reatha	súil,rith
Nf_AB	súil shimplí	súil,simplí
Nf_Nm	súil tairbh	súil,tarbh
Nf_Nm	súil teaspaigh	súil,teaspach
Nm_Nm	súmaire gainimh	súmaire,gaineamh
Nm_na_NmGenW	súp na gcaolán	súp,na,caolán
Nm_Nm	taca cinn	taca,ceann
Nm_A	tacar folamh	tacar,folamh
Nf_A	tacaíocht theicniúil	tacaíocht,teicniúil
Nf_NfL	tacóid ghaoithe	tacóid,gaoth
Nm_VA	tae oighrithe	tae,oighrithe
Nm_Nm	tairne airm	tairne,arm
Nm_Nf	tairne bróige	tairne,bróg
Nm_VNTIGen	tairne seaca	tairne,sioc
Nf_Nf	tairseach fuinneoige	tairseach,fuinneog
Nm_NmGenW	taisceadán iasc	taisceadán,iasc
Nm_Nf	taispeántas ealaíne	taispeántas,ealaín
Nm_Nf	taistealaí tráchtála	taistealaí,tráchtáil
Nm_A	talamh bán	talamh,bán
Nf_Nm	talamh calaidh	talamh,caladh
Nm_A	talamh coiteann	talamh,coiteann
Nf_Nf	talamh curaíochta	talamh,curaíocht
Nf_Nm	talamh fásaigh	talamh,fásach
Nf_Nm	talamh féaraigh	talamh,féarach
Nm_A	talamh garbh	talamh,garbh
Nf_VNTIGen	talamh seilge	talamh,seilg
Nf_Nm	talamh sléibhe	talamh,sliabh
Nf_A	talamh sprusach	talamh,sprusach
Nm_A	talamh tirim	talamh,tirim
Nm_AB	tamall fada	tamall,fada
Nm_Nm	tamall fuachta	tamall,fuacht
Nm_AB	taobh clé	taobh,clé
Nm_A	taobh deas	taobh,deas
Nm_na_Nf	taobh na fothana	taobh,na,fothain
Nm_Nf	taobh tíre	taobh,tír
Nm_Nm	taomán fuail	taomán,fual
Nm_NSt	taos súgartha	taos,súgradh
Nm_Nm	teach Dé	teach,dia
Nm_Nm	teach adhmaid	teach,adhmad
Nm_A	teach aoibhinn	teach,aoibhinn
Nm_Nf	teach banaltrachta	teach,banaltracht
Nm_A	teach beag	teach,beag
Nm_Nm	teach búistéara	teach,búistéir
Nm_VA	teach coscartha	teach,coscartha
Nm_Nm	teach crainn	teach,crann
Nm_Nm	teach custaim	teach,custam
Nm_VA	teach cónaithe	teach,cónaithe
Nm_Nf	teach cúirte	teach,cúirt
Nm_Nm	teach eitleáin	teach,eitleán
Nm_VA	teach folctha	teach,folctha
Nm_Nm	teach gill	teach,geall
Nm_Nf	teach gloine	teach,gloine
Nm_A	teach gluaisteach	teach,gluaisteach
Nm_A	teach lán	teach,lán
Nm_A	teach mór	teach,mór
Nm_na_NmGenW	teach na mbocht	teach,na,bocht
Nm_Nm	teach pobail	teach,pobal
Nm_Nm	teach siúil	teach,siúl
Nm_AB	teach soghluaiste	teach,soghluaiste
Nm_Nm	teach solais	teach,solas
Nm_Nf	teach spéire	teach,spéir
Nm_Nf	teach stiléireachta	teach,stiléireacht
Nm_Nm	teach stóir	teach,stór
Nm_Nm	teach téarnaimh	teach,téarnamh
Nm_Nm	teach óil	teach,ól
Nm_Pr_NfComL	teacht ar aghaidh	teacht,ar,aghaidh
Nm_Pr_NfComL	teacht ar ais	teacht,ar,ais
Nm_A	teachín beag	teachín,beag
Nm_A	teaghrán comharthach	teaghrán,comharthach
Nf_A	teanga bheag	teanga,beag
Nf_AB	teanga bheo	teanga,beo
Nf_Nf	teanga bróige	teanga,bróg
Nf_NfL	teanga chomharthaíochta	teanga,comharthaíocht
Nf_Nm	teanga cloig	teanga,clog
Nf_Pr_NmComE	teanga i mbaol	teanga,i,baol
Nf_AB	teanga mháthartha	teanga,máthartha
Nm_na_Nf	teannán na hioscaide	teannán,na,ioscaid
Nm_Nf	teastas aoise	teastas,aois
Nm_Nm	teastas beireatais	teastas,beireatas
Nm_Nm	teastas báis	teastas,bás
Nm_VA	teastas pósta	teastas,pósta
Nm_NSt	teilgean cainte	teilgean,caint
Nm_Nm	teilgean cinn	teilgean,ceann
Nf_AB	teilifís dhaite	teilifís,daite
Nf_NfL	teiripe chumhrachta	teiripe,cumhracht
Nf_A	teist choiriúil	teist,coiriúil
Adv:Pr_Nm	thar barr	thar,barr
Adv:Pr_Nm	thar bord	thar,bord
Adv:Pr_Nf	thar bráid	thar,bráid
Adv:Pr_Nf	thar cailc	thar,cailc
Adv:Pr_Nm	thar ceal	thar,ceal
Adv:Pr_Nf	thar cuimse	thar,cuimse
Adv:Pr_Nf	thar farraige	thar,farraige
Adv:Pr_Nf	thar fulaingt	thar,fulaingt
Adv:Pr_Nf	thar fóir	thar,fóir
Adv:Pr_Nm	thar lear	thar,lear
Adv:Pr_Nf	thar maoil	thar,maoil
Adv:Pr_Nm	thar meán	thar,meán
Adv:Pr_Nf	thar muir	thar,muir
Adv:Pr_Nf	thar oíche	thar,oíche
Adv:Pr_Nf	thar sáile	thar,sáile
Adv:Pr_Nf	thar tairseach	thar,tairseach
Adv:Pr_Nf	thar teorainn	thar,teorainn
Adv:Pr_Nm	thar téarma	thar,téarma
Adv:Pr_Nf	thar tír	thar,tír
Nm_A	tiarna beag	tiarna,beag
Nm_Nf	tiarna talún	tiarna,talamh
Nm_VA	ticéad fillte	ticéad,fillte
Nm_VNTGen	ticéad páirceála	ticéad,páirceáil
Nm_A	ticéad singil	ticéad,singil
Nm_Nm	timire teallaigh	timire,teallach
Nf_A	timpiste mharfach	timpiste,marfach
Nf_VA	tine bhruite	tine,bruite
Nm_Nm	tinneas caoldroma	tinneas,caoldroim
Nm_Nm	tinneas cinn	tinneas,ceann
Nm_Nf	tinneas clainne	tinneas,clann
Nm_Nm	tinneas droma	tinneas,droim
Nm_Nf	tinneas fiacaile	tinneas,fiacail
Nm_Nm	tinneas fuail	tinneas,fual
Nm_Nf	tinneas maidine	tinneas,maidin
Nm_Nf	tinneas póite	tinneas,póit
Nm_Nf	tinneas talún	tinneas,talamh
Nm_Nm	tinneas tumadóra	tinneas,tumadóir
Nm_Nm	tinneas óil	tinneas,ól
Nm_Nm	tiomsú airgid	tiomsú,airgead
Nm_A	tiontaire catalaíoch	tiontaire,catalaíoch
Nm_Nf	tlú cataíola	tlú,cataíl
Nm_na_Nf	tobar na baithise	tobar,na,baithis
Nm_Nf	tobhach cánach	tobhach,cáin
Nm_Nf	tocht stéige	tocht,stéig
Nm_Nm	togha bairr	togha,barr
Nm_Nm	togha fir	togha,fear
Nm_na_NmGenW	togha na bhfear	togha,na,fear
Nm_VA	toghchán braite	toghchán,braite
Nm_Nf	toirtín cáise	toirtín,cáis
Nm_A	toirtín gruagach	toirtín,gruagach
Nm_VA	toirtín oscailte	toirtín,oscailte
Nm_Nm	toitín féir	toitín,féar
Nf_Nm	tonn teasa	tonn,teas
Nm_VA	toradh leasaithe	toradh,leasaithe
Nm_A	toradh sciathánach	toradh,sciathánach
Nm_AB	torc allta	torc,allta
Nm_na_NmGenS	torc na bhfaithní	torc,na,faithne
Nm_PrA_NmComL	torc sa chró	torc,i,cró
Nm_A	torcán craobhach	torcán,craobhach
Nm_A	tormán sonach	tormán,sonach
Nm_Nm	tosach báid	tosach,bád
Nf_Pr_NfComL	traein faoi thalamh	traein,faoi,talamh
Nm_Nf	tralaí siopadóireachta	tralaí,siopadóireacht
Nm_Nf	trealamh oifige	trealamh,oifig
Nm_VA	trealamh tuirlingthe	trealamh,tuirlingthe
Nm_Nf	triomadóir gruaige	triomadóir,gruaig
Nm_Nm	tromán páipéir	tromán,páipéar
Nm_Nf	trosc stopóige	trosc,stopóg
Nm_Nf	tréan brúidiúlachta	tréan,brúidiúlacht
Nf_Pr_NfComL	tréith ar leith	tréith,ar,leith
Adv:Pr_NmL	trí chomhtharlú	trí,comhtharlú
Nf_Nm	tua búistéara	tua,búistéir
Nm_VNIGen	tuar báistí	tuar,báisteach
Nm_Nm	tuar ceatha	tuar,cith
Nm_Nm	tuirne lín	tuirne,líon
Nm_Nm	tuismitheoir altrama	tuismitheoir,altram
Nm_VA	turas fillte	turas,fillte
Nm_Pr	turas trasna	turas,trasna
Nm_Nf	tuáille sláintíochta	tuáille,sláintíocht
Nf_Nf	táille bróicéireachta	táille,bróicéireacht
Nf_Nm	táille gabhainn	táille,gabhann
Nf_NfL	táille sheirbhíse	táille,seirbhís
Nf_A	táiplis bheag	táiplis,beag
Nf_A	táiplis mhór	táiplis,mór
Nf_Nf	téad tíre	téad,tír
Nm_AB	téamh domhanda	téamh,domhanda
Nm_A	téamh lárnach	téamh,lárnach
Nm_A	téarma aicmeach	téarma,aicmeach
Nm_A	téarma aonchiallach	téarma,aonchiallach
Nm_VA	téarma ceadaithe	téarma,ceadaithe
Nm_A	téarma comhchiallach	téarma,comhchiallach
Nm_A	téarma cúng	téarma,cúng
Nm_Pr_NfComE	téarma i léig	téarma,i,léig
Nm_A	téarma ilchiallach	téarma,ilchiallach
Nm_A	téarma leathan	téarma,leathan
Nm_A	téarma lochtach	téarma,lochtach
Nm_VA	téarma molta	téarma,molta
Nf_A	téip dhearg	téip,dearg
Nf_A	téip ghlan	téip,glan
Nf_A	téip theileagrafach	téip,teileagrafach
Nf_NfL	tím chreige	tím,creig
Nf_A	tóin throm	tóin,trom
Nm_A	tósta Francach	tósta,Francach
Nm_VA	uachtar bearrtha	uachtar,bearrtha
Nm_VA	uachtar coipthe	uachtar,coipthe
Nm_Nf	uachtar leise	uachtar,leis
Nm_VA	uachtar reoite	uachtar,reoite
Nf_PrA_NfComL	uair sa mhí	uair,i,mí
Nf_PrA_NfComDef	uair sa tseachtain	uair,i,seachtain
Nm_VA	uaireadóir cosanta	uaireadóir,cosanta
Nm_Nm	ualach vaigín	ualach,vaigín
Nm_Nm	uamhan Dé	uamhan,dia
Nm_Nm	uamhan clóis	uamhan,clós
Nm_Nf	uamhan sráide	uamhan,sráid
Nm_A	uasal Spáinneach	uasal,Spáinneach
Nf_NfL	ubh Chásca	ubh,Cáisc
Nf_VA	ubh bhruite	ubh,bruite
Nf_AB	ubh chruabhruite	ubh,cruabhruite
Nf_VA	ubh fhriochta	ubh,friochta
Nf_Nf	ubh fáire	ubh,fáir
Nf_NfL	ubh sheide	ubh,sead
Nm_NSt	uchtach cainte	uchtach,caint
Nf_Pr_NfComL	uillinn ar uillinn	uillinn,ar,uillinn
Nf_A	uimhir Rómhánach	uimhir,Rómhánach
Nf_AB	uimhir phríomha	uimhir,príomha
Nf_NfL	uirlis chumhachta	uirlis,cumhacht
Nm_Nf	uisce beatha	uisce,beatha
Nm_A	uisce bog	uisce,bog
Nm_A	uisce coipeach	uisce,coipeach
Nm_VA	uisce coisricthe	uisce,coisricthe
Nm_VA	uisce dambáilte	uisce,dambáilte
Nm_Pr_NfComL	uisce faoi thalamh	uisce,faoi,talamh
Nm_A	uisce mianrach	uisce,mianrach
Nm_Nf	uisce sóide	uisce,sóid
Nm_AB	uisce tanaí	uisce,tanaí
Nm_A	uisce te	uisce,te
Adv:Pr_NmL	um thráthnóna	um,tráthnóna
Nm_na_Nf	umar na haimléise	umar,na,aimléis
Nm_Nm	umar peitril	umar,peitreal
Nm_VA	umbar dóite	umbar,dóite
Nm_Nm	unlas capaill	unlas,capall
Nm_A	urchar folamh	urchar,folamh
Nm_Nm	urchar iomraill	urchar,iomrall
Nm_VNTIGen	urchar reatha	urchar,rith
Nm_VA	urlár buailte	urlár,buailte
Nm_Pr_NfComL	urlár faoi thalamh	urlár,faoi,talamh
Nm_Nf	urlár talún	urlár,talamh
Nm_Nm	vaigín armlóin	vaigín,armlón
Nm_VA	ábhar clóite	ábhar,clóite
Nm_AB	ábhar daite	ábhar,daite
Nm_VNTIGen	ábhar machnaimh	ábhar,machnamh
Nm_NSt	ábhar magaidh	ábhar,magadh
Nm_AB	ábhar neamhbheo	ábhar,neamhbheo
Nm_VNTIGen	ábhar pacála	ábhar,pacáil
Nm_Nm	ábhar uafáis	ábhar,uafás
Nm_A	ádh dearg	ádh,dearg
Nm_A	áilleagán intreach	áilleagán,intreach
Nf_VNTIGen	áis amhairc	áis,amharc
Nf_VNTIGen	áis éisteachta	áis,éisteacht
Nf_VNTIGenL	áit bhreithe	áit,breith
Nf_VA	áit chónaithe	áit,cónaithe
Nf_NfL	áit mháinliachta	áit,máinliacht
Nf_VNTGenL	áit pháirceála	áit,páirceáil
Nf_A	áit shalach	áit,salach
Nf_NSt	áit spraoi	áit,spraoi
Nf_NSt	áit súgartha	áit,súgradh
Nf_A	áit éigin	áit,éigin
Nm_Nm	árachas saoil	árachas,saol
Nm_A	árthach foluaineach	árthach,foluaineach
Nm_Nm	éadach baile	éadach,baile
Nm_Nm	éadach boird	éadach,bord
Nm_Nf	éadach brád	éadach,bráid
Nm_Nm	éadach cadáis	éadach,cadás
Nm_Nm	éadach cinn	éadach,ceann
Nm_Nf	éadach ciumhaise	éadach,ciumhais
Nm_A	éadan claon	éadan,claon
Nm_VA	éadan rite	éadan,rite
Nm_Nf	éan aille	éan,aill
Nm_Nm	éan aonair	éan,aonar
Nm_VA	éan beannaithe	éan,beannaithe
Nm_A	éan cairdinéalach	éan,cairdinéalach
Nm_VNTGen	éan ceoil	éan,ceol
Nm_Nf	éan circe	éan,cearc
Nm_Nm	éan coilm	éan,colm
Nm_A	éan corr	éan,corr
Nm_Nf	éan creiche	éan,creach
Nm_A	éan cuideáin	éan,cuideáin
Nm_A	éan dearg	éan,dearg
Nm_A	éan dubh	éan,dubh
Nm_Nm	éan fíodóra	éan,fíodóir
Nm_na_Nf	éan na cuaiche	éan,na,cuach
Nm_Nm	éan róin	éan,rón
Nm_VA	éan scoite	éan,scoite
Nm_Nf	éirí gealaí	éirí,gealach
Nm_Nf	éirí gréine	éirí,grian
Nf_Pr_NfComL	íoc ar ais	íoc,ar,ais
Nf_Pr_NmComL	íoc ar sheachadadh	íoc,ar,seachadadh
Nf_A	íocaíocht chomharthach	íocaíocht,comharthach
Nm_Nf	íocóir cánach	íocóir,cáin
Adv:Pr_NfL	ó bhroinn	ó,broinn
Adv:Pr_NmL	ó bhun	ó,bun
Adv:Pr_NmL	ó bhéal	ó,béal
Adv:Pr_NmL	ó chroí	ó,croí
Adv:Pr_NmL	ó chéile	ó,céile
Adv:Pr_NmL	ó dhúchas	ó,dúchas
Adv:Pr_NfL	ó fhréamh	ó,fréamh
Adv:Pr_NmL	ó nádúr	ó,nádúr
Adv:Pr_NmL	ó smacht	ó,smacht
Adv:Pr_NfL	ó thalamh	ó,talamh
Adv:Pr_NmL	ó thosach	ó,tosach
Nm_Nf	ógánach tuaithe	ógánach,tuath
Adv:PrA_Nf	ón talamh	ó,talamh
Nm_Nf	ór Muire	ór,Muire
Nm_Nf	ór bréige	ór,bréag
Nm_Nm	ór bunaidh	ór,bunadh
Nm_Nm	ór tacair	ór,tacar
Nm_Nm	údar achrainn	údar,achrann
Nm_Nm	údar aighnis	údar,aighneas
Nm_VA	údar buartha	údar,buartha
Nm_VA	údar millte	údar,millte
Nm_Nf	údar traigéide	údar,traigéide
Nm_Nf	úinéir talún	úinéir,talamh
Nm_Nf	úinéir teaghaise	úinéir,teaghais
Nm_A	úll gráinneach	úll,gráinneach
Nm_na_Nf	úll na brád	úll,na,bráid
Nm_na_Nf	úll na haithne	úll,na,aithne
Nm_na_Nf	úll na leise	úll,na,leis
Nm_na_Nf	úll na scornaí	úll,na,scornach
Nm_na_Nf	úll na slogaide	úll,na,slogaide
Nm_Nf	úr olla	úr,olann
Nm_Nf	úsc olla	úsc,olann
Nm_Nm	úscra fanaile	úscra,fanaile
